1	1.00961810467	9	1	1.48090523338	35	0
2	2.1646127956	250	2	3.55719387217	212	0
3	3.52134945165	187	3	5.88480003765	260	0
4	4.98191506671	122	4	8.00610966482	195	0
5	6.51307623513	122	5	9.95050001355	257	0
6	8.0836741684	104	6	11.8658352306	245	0
7	9.77628107207	204	7	13.7956117206	332	0
8	11.4186277759	154	8	15.6783044231	253	0
9	13.2593406593	195	9	17.8214046823	460	0
10	14.9738519269	183	10	19.631127524	245	0
11	16.9204013378	203	11	21.713563731	259	0
12	18.8666176065	293	12	23.7998344219	246	0
13	20.8987730061	132	13	25.7810035057	438	0
14	22.7709312667	215	14	27.6448989963	242	0
15	24.9194824962	170	15	30.003196347	229	1
16	27.162003208	287	16	32.1953306006	383	0
17	29.549134112	242	17	34.2448650826	325	1
18	31.6382332321	171	18	36.4381864922	337	1
19	34.1008117308	224	19	38.3019114952	326	1
20	36.1959855032	358	20	40.6328408141	283	2
21	38.0527695837	189	21	41.9996722386	256	3
22	41.3258751353	240	22	44.6268495128	292	1
23	42.4491935484	201	23	46.0608870968	221	4
24	45.2127472527	279	24	48.2026373626	351	5
25	47.6655155402	202	25	49.8248643315	223	2
26	50.3804878049	234	27	53.1246612466	272	4
27	52.1166077739	248	27	54.2361601885	299	0
28	54.8781407035	320	28	56.722361809	274	4
29	57.6448398577	354	29	58.5629893238	318	3
30	60.0890718563	251	31	59.8330838323	271	3
31	62.0404203719	553	33	61.090541633	274	7
32	64.426975945	332	32	64.5481099656	578	8
33	66.6890359168	351	34	66.6247637051	215	9
34	70.6866597725	317	35	70.3908996898	573	10
35	72.7931404073	323	36	70.8649517685	244	5
36	74.1710982659	325	38	73.625433526	329	6
37	76.5614906832	257	40	75.2869565217	315	15
38	79.0226628895	286	39	75.7209631728	272	14
39	81.6435506241	448	41	79.6061026352	479	5
40	86.6591591592	397	43	83.6516516517	372	4
41	85.4768740032	461	44	81.4800637959	360	15
42	88.182320442	390	42	83.8416206262	233	11
43	91.2298624754	377	43	86.2200392927	288	13
44	96.0317124736	566	49	92.1627906977	606	9
45	94.6696629213	577	48	91.5438202247	326	18
46	98.9679633867	402	49	94.0709382151	265	13
47	97.8737623762	361	52	91.3217821782	353	24
48	105.601036269	344	57	92.3886010363	246	25
49	103.646723647	331	57	99.2279202279	298	22
50	112.450657895	347	55	103.378289474	300	27
51	110.251497006	355	60	99.7634730539	311	30
52	111.701694915	339	56	99.9457627119	229	21
53	115.062962963	388	63	106.288888889	255	33
54	114.984313725	603	57	106.768627451	401	28
55	117.079365079	410	61	109.543650794	262	26
56	121.972972973	284	63	110.252252252	266	33
57	121.893023256	335	67	120.911627907	316	16
58	126.217777778	562	67	116.72	304	23
59	140.45754717	825	72	124.141509434	454	22
60	136.308457711	786	71	124.810945274	337	18
61	132.87195122	391	65	131.048780488	349	46
62	141.949685535	422	74	133.559748428	449	38
63	140.896341463	369	76	134.963414634	430	44
64	140.987261146	521	78	129.891719745	467	18
65	141.824242424	363	74	133.939393939	330	50
66	150.366013072	355	80	135.052287582	314	45
67	161.070175439	641	84	146.456140351	630	39
68	157.823529412	472	81	144.050420168	516	52
69	151.366071429	331	82	143.1875	347	61
70	165.342857143	552	83	149.923809524	409	57
71	160.472727273	331	84	149.381818182	276	21
72	159.418604651	537	84	139.046511628	373	48
73	169.52688172	670	89	158.440860215	394	52
74	170.729411765	458	86	153.305882353	432	34
75	178.7	475	97	167.575	437	69
76	174.506849315	525	94	162.424657534	421	48
77	180.451219512	359	87	168.62195122	366	60
78	184.84375	372	96	161.9375	290	68
79	179.607142857	407	96	171.25	366	90
80	184.786666667	429	96	163.093333333	385	65
81	175.755102041	430	97	173.469387755	312	72
82	182.457142857	408	102	164.085714286	331	62
83	188.186046512	477	113	166.255813953	323	85
84	187.946428571	659	96	165.107142857	281	34
85	186.714285714	504	106	174.892857143	395	39
86	199.72972973	563	115	197.027027027	412	75
87	178.327272727	433	113	168.727272727	268	82
88	188.745098039	437	108	181.431372549	379	73
89	182.972222222	300	120	179.083333333	320	84
90	176.375	583	113	194.1875	372	68
91	180.934782609	408	120	182.173913043	305	78
92	224.346153846	539	121	184.538461538	340	86
93	190.161290323	375	118	185.774193548	343	95
94	212.806451613	472	136	178.677419355	349	71
95	206.833333333	462	122	192.566666667	368	83
96	213.0	593	121	205.219512195	346	88
97	213.45	373	135	201.4	312	21
98	200.545454545	393	122	211.818181818	313	121
99	228.958333333	511	135	203.625	344	116
100	231.764705882	636	140	234.588235294	390	141
101	255.689655172	1172	130	246.586206897	548	103
102	199.142857143	344	122	209.333333333	373	116
103	247.407407407	524	128	240.074074074	498	91
104	267.0	439	138	236.684210526	338	162
105	235.0	429	145	214.0	374	102
106	257.5	495	126	238.333333333	371	117
107	231.0	489	141	240.615384615	355	51
108	220.684210526	339	141	245.947368421	369	142
109	202.782608696	469	142	240.217391304	424	125
110	266.8	540	165	232.3	471	141
111	261.764705882	623	148	272.235294118	436	96
112	268.608695652	597	148	234.0	429	69
113	275.846153846	561	157	280.769230769	547	106
114	199.571428571	294	145	228.642857143	387	80
115	221.733333333	412	149	276.466666667	414	138
116	281.066666667	470	179	247.266666667	410	98
117	233.55	575	153	249.5	471	110
118	227.947368421	353	151	245.631578947	378	141
119	225.823529412	352	155	277.823529412	412	145
120	278.583333333	454	174	288.5	447	168
121	251.533333333	585	152	282.866666667	454	117
122	264.363636364	359	193	250.545454545	372	169
123	235.818181818	332	160	329.090909091	425	175
124	223.0	253	186	255.625	353	144
125	240.9	334	180	286.6	499	163
126	236.363636364	329	182	280.363636364	395	164
127	289.0	430	188	281.3125	410	123
128	260.636363636	423	167	291.727272727	427	201
129	250.923076923	505	183	320.153846154	433	98
130	279.25	418	192	307.833333333	803	145
131	261.923076923	519	158	283.153846154	485	162
132	266.0	504	184	297.0	418	201
133	280.0	524	184	315.833333333	472	108
134	274.75	389	175	271.75	349	157
135	239.333333333	366	199	362.666666667	511	230
136	317.111111111	507	175	308.777777778	515	203
137	237.2	279	217	344.2	434	247
138	249.142857143	335	189	336.857142857	498	210
139	308.8	460	190	314.0	354	282
140	292.6	432	198	379.8	445	301
141	274.444444444	411	200	418.0	731	280
142	300.142857143	531	188	355.428571429	466	219
143	272.857142857	419	216	370.142857143	426	238
144	211.5	256	190	432.5	638	346
145	268.6	304	236	347.2	449	222
146	254.571428571	309	216	370.571428571	449	238
148	251.0	258	244	439.5	465	414
149	446.4	864	242	358.4	522	264
150	316.4	416	245	394.8	600	237
151	328.5	496	263	313.666666667	458	153
152	320.375	651	216	416.875	541	249
153	258.666666667	292	234	416.666666667	452	378
154	399.8	619	243	346.6	413	314
155	310.5	367	251	418.75	527	350
156	341.0	379	273	325.333333333	400	245
157	239.25	248	232	457.25	494	422
158	269.833333333	386	232	328.333333333	423	205
159	333.428571429	534	234	361.0	441	287
160	295.0	410	240	331.0	486	204
161	407.285714286	733	244	437.857142857	644	271
162	355.166666667	654	271	399.333333333	566	125
163	339.833333333	626	266	436.5	573	262
164	273.666666667	278	269	392.333333333	473	292
165	309.0	309	309	471.0	471	471
166	308.666666667	346	285	456.333333333	608	305
167	350.4	589	244	483.4	558	432
168	359.0	385	333	447.5	455	440
170	456.0	921	271	425.333333333	590	201
171	405.0	422	388	381.5	435	328
172	335.0	364	306	528.0	541	515
173	480.0	480	480	309.0	309	309
174	298.666666667	372	254	469.666666667	488	445
175	368.4	540	288	392.4	534	259
176	358.5	501	242	496.25	575	378
177	311.333333333	334	284	522.0	587	455
178	263.75	281	244	446.5	480	420
179	350.5	448	302	427.5	474	327
180	310.0	343	285	502.0	527	459
181	362.333333333	381	352	508.0	548	446
182	402.666666667	433	359	471.666666667	610	299
183	449.666666667	751	282	455.666666667	503	426
184	306.333333333	331	292	398.0	428	381
185	312.666666667	351	252	517.333333333	583	481
186	377.5	573	299	444.0	676	306
188	413.5	453	374	544.5	689	400
189	387.0	494	323	484.333333333	580	383
190	522.333333333	946	294	556.666666667	644	409
191	378.333333333	452	302	486.0	608	330
192	318.0	335	301	431.0	644	218
193	725.5	816	635	413.0	452	374
194	306.0	306	306	524.0	524	524
195	313.0	335	291	497.5	623	372
196	310.0	326	294	663.5	697	630
198	324.5	336	313	574.0	592	556
199	318.0	318	318	591.0	591	591
200	355.5	358	353	525.5	538	513
201	327.0	346	308	665.0	732	598
203	387.0	407	367	561.5	637	486
204	316.0	340	271	483.8	659	321
205	343.333333333	371	324	629.333333333	719	545
206	318.0	318	318	569.0	569	569
207	372.666666667	449	323	612.666666667	692	529
209	410.5	481	340	510.5	539	482
211	551.5	738	365	745.5	852	639
212	339.0	356	309	445.666666667	471	414
213	320.333333333	328	311	610.666666667	721	494
214	389.5	434	345	406.5	560	253
215	316.0	319	313	521.0	628	414
216	409.0	448	370	572.0	620	524
217	354.0	384	324	560.333333333	635	446
218	377.0	398	356	513.0	695	331
219	424.0	441	407	665.5	729	602
220	377.0	377	377	584.0	584	584
222	387.0	387	387	597.0	597	597
223	380.5	415	346	585.0	634	536
225	371.333333333	385	358	630.0	752	479
226	583.0	583	583	672.0	672	672
227	358.0	358	358	625.0	625	625
228	392.0	392	392	712.0	712	712
229	437.0	437	437	708.0	708	708
230	419.5	420	419	670.0	675	665
231	366.0	382	350	738.5	791	686
232	505.5	582	429	725.5	752	699
233	435.0	435	435	707.0	707	707
234	407.0	407	407	478.0	478	478
235	421.5	478	365	643.5	708	579
237	438.5	458	419	638.0	771	505
239	470.0	470	470	827.0	827	827
240	411.0	465	382	710.0	802	631
241	453.0	453	453	858.0	858	858
243	473.5	510	437	361.5	494	229
247	522.0	522	522	657.0	657	657
248	427.666666667	487	379	669.333333333	874	334
249	426.5	443	410	602.0	710	494
250	377.0	377	377	430.0	430	430
251	577.0	577	577	874.0	874	874
252	510.2	607	401	787.4	967	554
256	525.0	525	525	845.0	845	845
258	484.0	484	484	793.0	793	793
259	797.0	797	797	554.0	554	554
260	454.0	454	454	696.0	696	696
261	495.0	495	495	731.0	731	731
262	415.0	421	409	635.5	742	529
263	469.0	469	469	771.0	771	771
264	501.0	501	501	804.0	804	804
267	502.0	502	502	912.0	1012	812
268	492.5	521	464	898.0	959	837
269	397.0	397	397	535.0	535	535
271	472.0	484	460	752.5	757	748
272	641.0	729	553	825.5	973	678
273	465.0	465	465	870.0	870	870
276	539.5	603	476	710.0	845	575
278	538.0	590	486	754.5	1018	491
279	647.0	647	647	919.0	919	919
280	456.0	456	456	767.0	767	767
282	473.0	473	473	780.0	780	780
283	430.0	430	430	498.0	498	498
284	471.5	517	426	740.5	852	629
285	498.0	498	498	1071.0	1071	1071
288	675.5	722	629	748.0	1096	400
289	516.0	516	516	895.0	895	895
290	579.0	579	579	1002.0	1002	1002
292	587.0	640	534	926.0	1118	734
293	539.5	590	489	684.5	879	490
294	533.0	533	533	577.0	577	577
296	624.0	645	603	944.5	1053	836
297	556.5	580	533	801.0	1014	588
298	564.666666667	596	538	998.0	1057	892
300	474.0	492	456	882.0	999	765
301	586.0	637	535	1122.5	1290	955
302	552.0	552	552	915.0	915	915
303	456.0	456	456	602.0	602	602
304	552.0	552	552	535.0	535	535
305	599.5	697	502	760.5	815	706
307	576.0	576	576	1111.0	1111	1111
308	613.0	613	613	991.0	991	991
310	717.5	763	672	943.0	999	887
312	731.0	731	731	1053.0	1053	1053
313	678.5	694	663	1137.0	1212	1062
314	603.0	603	603	946.0	946	946
315	650.0	650	650	954.0	954	954
